date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:58:05	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:28:03%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay1.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay1.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:08	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:13%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay2.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay2.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:13	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:18%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay3.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay3.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:17	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:22%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay4.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay4.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:20	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:25%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay5.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay5.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:24	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:29%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay6.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay6.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:27	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:33%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay7.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay7.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:30	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:35%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay8.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay8.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:34	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:39%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay9.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay9.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:37	22239/22239	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Nov%202018%2017:33:42%20GMT	https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay10.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-content/themes/agama/assets/img/patterns/overlay10.png	(from https://rchintan21.000webhostapp.com/wp-content/themes/agama/assets/css/camera.min.css?ver=1.3.8)
22:58:40	2236/2236	---MCZ	200	added ('OK')	application/json	date:Wed,%2021%20Nov%202018%2017:33:45%20GMT	https://rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frchintan21.000webhostapp.com%2Fupdates	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed026e.json	(from https://rchintan21.000webhostapp.com/updates)
22:58:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Nov%202018%2017:28:40%20GMT	https://rchintan21.000webhostapp.com/?p=14	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/index0b69.html	(from https://rchintan21.000webhostapp.com/updates)
22:58:42	2336/2336	---MCZ	200	added ('OK')	text/xml	date:Wed,%2021%20Nov%202018%2017:28:42%20GMT	https://rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frchintan21.000webhostapp.com%2Fupdates&format=xml	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed659b	(from https://rchintan21.000webhostapp.com/updates)
22:58:45	771/771	---M--	200	added ('OK')	application/rss+xml	etag:%224d456a378fa8ce2a1888309af909e610%22	https://rchintan21.000webhostapp.com/2018/11/43/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/2018/11/43/feed	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:58:47	2249/2249	---MCZ	200	added ('OK')	application/json	date:Wed,%2021%20Nov%202018%2017:33:53%20GMT	https://rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frchintan21.000webhostapp.com%2F2018%2F11%2F43	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed0766.json	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:58:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Nov%202018%2017:28:47%20GMT	https://rchintan21.000webhostapp.com/?p=43	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/index4170.html	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:58:48	651744/651744	---M--	200	added ('OK')	image/png	etag:%224fa43ffa6-9f1e0-578dff4ec568e%22	https://images.firstpost.com/wp-content/uploads/large_file_plugin/2018/10/1540278165_mirzapursocial23102018.png	C:/Users/chint/OneDrive/Desktop/site/sid992r/images.firstpost.com/wp-content/uploads/large_file_plugin/2018/10/1540278165_mirzapursocial23102018.png	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:58:50	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/2018/11/43?feed=rss2&withoutcomments=1	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/2018/11/4386ff	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:58:53	6011/6011	---M--	200	added ('OK')	application/rss+xml	etag:%226634743b220f211f5778c4604f6d9558%22	https://rchintan21.000webhostapp.com/2018/11/43/feed?withoutcomments=1	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/2018/11/43/feed80da	(from https://rchintan21.000webhostapp.com/2018/11/43)
22:58:57	885/885	---M--	200	added ('OK')	application/rss+xml	etag:%2255eff43573e972fdc65b331050b8f082%22	https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald/feed	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald/feed	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:00	2431/2431	---MCZ	200	added ('OK')	application/json	date:Wed,%2021%20Nov%202018%2017:34:05%20GMT	https://rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frchintan21.000webhostapp.com%2F2018%2F11%2Ffantastic-beasts-the-crimes-of-grindelwald	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed5dcb.json	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Nov%202018%2017:29:01%20GMT	https://rchintan21.000webhostapp.com/?p=23	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/index40a0.html	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:03	2527/2527	---MCZ	200	added ('OK')	text/xml	date:Wed,%2021%20Nov%202018%2017:29:03%20GMT	https://rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frchintan21.000webhostapp.com%2F2018%2F11%2Ffantastic-beasts-the-crimes-of-grindelwald&format=xml	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/wp-json/oembed/1.0/embed2cbd	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:05	22630/22630	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2017:34:10%20GMT	https://rchintan21.000webhostapp.com/tag/beasts	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/beasts.html	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:08	22625/22625	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2017:29:07%20GMT	https://rchintan21.000webhostapp.com/tag/crime	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/crime.html	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
22:59:16	22645/22645	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2017:34:20%20GMT	https://rchintan21.000webhostapp.com/tag/fantastic	C:/Users/chint/OneDrive/Desktop/site/sid992r/rchintan21.000webhostapp.com/tag/fantastic.html	(from https://rchintan21.000webhostapp.com/2018/11/fantastic-beasts-the-crimes-of-grindelwald)
